ISIN,Ticker Symbol,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price,Sector,Industry,Name
US87663X1028,TTCF,10,1.27957,5.62,203.19,,,,,,,,EOF424918605,,26,09/11/2020,15:08:00,Sell,20.31932602,Uncategorised,Uncategorised,2x Tesla
US62914V1061,NIO,7,1.27819,,97.54,,,,,,,,EOF424990439,,17.81,09/11/2020,15:26:00,Buy,13.93376572,Consumer Cyclical,Auto Manufacturers,Blink Charging
IE00BK5BZR99,3NVD,10,100,,385.8,,,,,,,,EOF426095969,,3858,14/09/2020,07:31:00,Buy,38.58,Uncategorised,Uncategorised,Facebook
GB00B0130H42,ITM,50,100,,127,,,,,,,,EOF426135494,,254,14/09/2020,07:54:00,Buy,2.54,Technology,Electronic Components,Fastly
IE00BK5BZR99,3NVD,2,100,1.78,78.94,,,,,,,,EOF426202351,,3947,14/09/2020,08:34:00,Sell,39.47,Uncategorised,Uncategorised,Fastly
IE00BK5BZR99,3NVD,8,100,6.64,315.28,,,,,,,,EOF426202449,,3941,14/09/2020,08:34:00,Sell,39.41,Uncategorised,Uncategorised,"HUYA, Inc."
IE00BK5BZY66,2TSL,3,100,-8.51,365.4,,,,,,,,EOF426221058,,12180,14/09/2020,08:47:00,Sell,121.8,Uncategorised,Uncategorised,Slack
IE00BK5BZY66,2TSL,8,100,-23.64,973.44,,,,,,,,EOF426221060,,12168,14/09/2020,08:47:00,Sell,121.68,Uncategorised,Uncategorised,Fastly
IE00BK5BZR99,3NVD,5,100,,196.9,,,,,,,,EOF426238961,,3938,14/09/2020,09:00:00,Buy,39.38,Uncategorised,Uncategorised,General Dynamics
IE00BK5BZR99,3NVD,2,100,,78.9,,,,,,,,EOF426288805,,3945,14/09/2020,09:37:00,Buy,39.45,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZR99,3NVD,7,100,4.2,280,,,,,,,,EOF426374219,,4000,14/09/2020,10:48:00,Sell,40,Uncategorised,Uncategorised,2x Tesla
JE00B5TT1872,CEY,100,100,0.7,211.5,,,,,,,,EOF426375574,,211.5,14/09/2020,10:49:00,Sell,2.115,Basic Materials,Gold,2x Tesla
IE00BK5BZR99,3NVD,2,100,,80.82,,,,,,,,EOF426386910,,4041,14/09/2020,11:00:00,Buy,40.41,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZR99,3NVD,2,100,,79.34,,,,,,,,EOF426397919,,3967,14/09/2020,11:08:00,Buy,39.67,Uncategorised,Uncategorised,2x Tesla
GB00BD0NVK62,BOWL,100,100,,142.71,,,,,0.71,,,EOF426398464,,142,14/09/2020,11:09:00,Buy,1.42,Consumer Cyclical,Leisure,Centamin
IE00BK5BZY66,2TSL,1,100,,121.68,,,,,,,,EOF426421542,,12168,14/09/2020,11:30:00,Buy,121.68,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,5,100,,606.3,,,,,,,,EOF426462027,,12126,14/09/2020,12:10:00,Buy,121.26,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZR99,3NVD,2,100,,79.6,,,,,,,,EOF426467937,,3980,14/09/2020,12:15:00,Buy,39.8,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,3,100,,362.79,,,,,,,,EOF426522272,,12093,14/09/2020,13:08:00,Buy,120.93,Uncategorised,Uncategorised,Slack
IE00BK5BZY66,2TSL,2,100,,239.34,,,,,,,,EOF426686012,,11967,14/09/2020,13:31:00,Buy,119.67,Uncategorised,Uncategorised,Hyliion Holdings
IE00BK5BZR99,3NVD,6,100,5.76,245.52,,,,,,,,EOF427156592,,4092,14/09/2020,14:06:00,Sell,40.92,Uncategorised,Uncategorised,Tattooed Chef
IE00BK5BZY66,2TSL,30,100,12.41,3711.9,,,,,,,,EOF427161824,,12373,14/09/2020,14:07:00,Sell,123.73,Uncategorised,Uncategorised,NIO Inc
IE00BK5BZY66,2TSL,2,100,,254.34,,,,,,,,EOF427190001,,12717,14/09/2020,14:11:00,Buy,127.17,Uncategorised,Uncategorised,3x Nvidia
IE00BK5BZY66,2TSL,3,100,,382.74,,,,,,,,EOF427190341,,12758,14/09/2020,14:11:00,Buy,127.58,Uncategorised,Uncategorised,ITM Power
US88160R1014,TSLA,1,1.29012,,301.91,,,,,,,,EOF427196563,,389.5,14/09/2020,14:12:00,Buy,301.9098999,Consumer Cyclical,Auto Manufacturers,3x Nvidia
IE00BK5BZR99,3NVD,5,100,,208.55,,,,,,,,EOF427209376,,4171,14/09/2020,14:14:00,Buy,41.71,Uncategorised,Uncategorised,3x Nvidia
IE00BK5BZY66,2TSL,4,100,,510.76,,,,,,,,EOF427231256,,12769,14/09/2020,14:18:00,Buy,127.69,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,10,100,,1270,,,,,,,,EOF427232606,,12700,14/09/2020,14:18:00,Buy,127,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,1,100,,126.5,,,,,,,,EOF427243528,,12650,14/09/2020,14:19:00,Buy,126.5,Uncategorised,Uncategorised,3x Nvidia
IE00BK5BZY66,2TSL,3,100,,388.77,,,,,,,,EOF427278553,,12959,14/09/2020,14:25:00,Buy,129.59,Uncategorised,Uncategorised,3x Nvidia
IE00BK5BZY66,2TSL,1,100,,129.42,,,,,,,,EOF427328696,,12942,14/09/2020,14:32:00,Buy,129.42,Uncategorised,Uncategorised,3x Nvidia
IE00BK5BZY66,2TSL,3,100,,390,,,,,,,,EOF427337597,,13000,14/09/2020,14:34:00,Buy,130,Uncategorised,Uncategorised,Centamin
US0378331005,AAPL,3,1.28693,,265.96,,,,,,,,EOF427407492,,114.09,14/09/2020,14:45:00,Buy,88.65284048,Technology,Consumer Electronics,3x Nvidia
US0231351067,AMZN,0.05,1.28695,,123.23,,,,,,,,EOF427410165,,3171.73,14/09/2020,14:46:00,Buy,2464.532422,Consumer Cyclical,Internet Retail,3x Nvidia
IE00BK5BZY66,2TSL,28,100,37.83,3613.68,,,,,,,,EOF427548377,,12906,14/09/2020,15:13:00,Sell,129.06,Uncategorised,Uncategorised,Hollywood Bowl Group
IE00BK5BZR99,3NVD,5,100,,201.8,,,,,,,,EOF427559129,,4036,14/09/2020,15:15:00,Buy,40.36,Uncategorised,Uncategorised,2x Tesla
US88160R1014,TSLA,2,1.28716,,621.24,,,,,,,,EOF427597303,,399.82,14/09/2020,15:21:00,Buy,310.6218341,Consumer Cyclical,Auto Manufacturers,2x Tesla
IE00BK5BZY66,2TSL,1,100,,133.84,,,,,,,,EOF427605196,,13384,14/09/2020,15:22:00,Buy,133.84,Uncategorised,Uncategorised,3x Nvidia
IE00BK5BZY66,2TSL,10,100,,1338.4,,,,,,,,EOF427605189,,13384,14/09/2020,15:22:00,Buy,133.84,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,2,100,,268.96,,,,,,,,EOF427623928,,13448,14/09/2020,15:25:00,Buy,134.48,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,2,100,,268.96,,,,,,,,EOF427631523,,13448,14/09/2020,15:26:00,Buy,134.48,Uncategorised,Uncategorised,3x Nvidia
US88160R1014,TSLA,3,1.28763,,931.94,,,,,,,,EOF427642437,,400,14/09/2020,15:27:00,Buy,310.6482452,Consumer Cyclical,Auto Manufacturers,2x Tesla
US88160R1014,TSLA,1,1.28873,,309.93,,,,,,,,EOF427700881,,399.41,14/09/2020,15:38:00,Buy,309.9252753,Consumer Cyclical,Auto Manufacturers,2x Tesla
US0378331005,AAPL,2,1.28594,,179.53,,,,,,,,EOF428419304,,115.43,14/09/2020,19:43:00,Buy,89.76313047,Technology,Consumer Electronics,2x Tesla
US67066G1040,NVDA,0.5,1.28575,,200.61,,,,,,,,EOF428433355,,515.87,14/09/2020,19:46:00,Buy,401.2210772,Technology,Semiconductors,Tesla
IE00BK5BZR99,3NVD,10,100,3.45,413.8,,,,,,,,EOF428697779,,4138,15/09/2020,07:05:00,Sell,41.38,Uncategorised,Uncategorised,3x Nvidia
IE00BK5BZY66,2TSL,15,100,292.04,2302.2,,,,,,,,EOF428710072,,15348,15/09/2020,07:08:00,Sell,153.48,Uncategorised,Uncategorised,2x Tesla
JE00BG6L7297,BOO,23,100,,71.51,,,,,,,,EOF428745028,,310.9,15/09/2020,07:23:00,Buy,3.109,Consumer Cyclical,Internet Retail,2x Tesla
IE00BK5BZR99,3NVD,20,100,,820,,,,,,,,EOF428794087,,4100,15/09/2020,08:00:00,Buy,41,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,5,100,,765,,,,,,,,EOF428796807,,15300,15/09/2020,08:00:00,Buy,153,Uncategorised,Uncategorised,2x Tesla
JE00B5TT1872,CEY,100,100,,218.8,,,,,,,,EOF428798361,,218.8,15/09/2020,08:01:00,Buy,2.188,Basic Materials,Gold,2x Tesla
JE00B5TT1872,CEY,100,100,1.2,220,,,,,,,,EOF428992345,,220,15/09/2020,10:21:00,Sell,2.2,Basic Materials,Gold,2x Tesla
IE00BK5BZY66,2TSL,5,100,6.9,771.9,,,,,,,,EOF428993127,,15438,15/09/2020,10:22:00,Sell,154.38,Uncategorised,Uncategorised,Apple
IE00BK5BZY66,2TSL,1,100,,154.75,,,,,,,,EOF429001570,,15475,15/09/2020,10:30:00,Buy,154.75,Uncategorised,Uncategorised,Amazon
IE00BK5BZY66,2TSL,2,100,,310.08,,,,,,,,EOF429011340,,15504,15/09/2020,10:39:00,Buy,155.04,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,2,100,,309.8,,,,,,,,EOF429013108,,15490,15/09/2020,10:40:00,Buy,154.9,Uncategorised,Uncategorised,3x Nvidia
IE00BK5BZR99,3NVD,20,100,23.2,843.2,,,,,,,,EOF429035143,,4216,15/09/2020,10:59:00,Sell,42.16,Uncategorised,Uncategorised,Tesla
IE00BK5BZY66,2TSL,5,100,5.17,779.8,,,,,,,,EOF429050658,,15596,15/09/2020,11:09:00,Sell,155.96,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZR99,3NVD,2,100,,85.84,,,,,,,,EOF429085528,,4292,15/09/2020,11:40:00,Buy,42.92,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,1,100,,157.49,,,,,,,,EOF429088052,,15749,15/09/2020,11:43:00,Buy,157.49,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,1,100,,156.79,,,,,,,,EOF429089671,,15679,15/09/2020,11:44:00,Buy,156.79,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,2,100,,313.42,,,,,,,,EOF429096617,,15671,15/09/2020,11:51:00,Buy,156.71,Uncategorised,Uncategorised,Tesla
IE00BK5BZY66,2TSL,1,100,,156.48,,,,,,,,EOF429108195,,15648,15/09/2020,12:03:00,Buy,156.48,Uncategorised,Uncategorised,Tesla
IE00BK5BZY66,2TSL,1,100,,156.48,,,,,,,,EOF429111039,,15648,15/09/2020,12:06:00,Buy,156.48,Uncategorised,Uncategorised,Apple
IE00BK5BZR99,3NVD,2,100,,85.68,,,,,,,,EOF429124276,,4284,15/09/2020,12:18:00,Buy,42.84,Uncategorised,Uncategorised,Nvidia
IE00BK5BZY66,2TSL,1,100,,158.98,,,,,,,,EOF429161758,,15898,15/09/2020,12:50:00,Buy,158.98,Uncategorised,Uncategorised,3x Nvidia
IE00BK5BZR99,3NVD,2,100,,85.92,,,,,,,,EOF429162085,,4296,15/09/2020,12:51:00,Buy,42.96,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,1,100,,158.14,,,,,,,,EOF429181983,,15814,15/09/2020,13:06:00,Buy,158.14,Uncategorised,Uncategorised,boohoo
IE00BK5BZY66,2TSL,1,100,,157.53,,,,,,,,EOF429187689,,15753,15/09/2020,13:10:00,Buy,157.53,Uncategorised,Uncategorised,3x Nvidia
GB00B15FWH70,CINE,300,100,,147.07,,,,,0.73,,,EOF429203031,,48.78,15/09/2020,13:23:00,Buy,0.4878,Communication Services,Entertainment,2x Tesla
IE00BK5BZY66,2TSL,1,100,,157.08,,,,,,,,EOF429203967,,15708,15/09/2020,13:24:00,Buy,157.08,Uncategorised,Uncategorised,Centamin
IE00BK5BZY66,2TSL,1,100,,156.24,,,,,,,,EOF429206210,,15624,15/09/2020,13:26:00,Buy,156.24,Uncategorised,Uncategorised,Centamin
US8522341036,SQ,10,1.28851,13.83,1152.73,,,,,,,,EOF429494588,,148.53,15/09/2020,13:38:00,Sell,115.2726793,Technology,Software—Infrastructure,Centamin
IE00BK5BZY66,2TSL,2,100,,319.38,,,,,,,,EOF429601468,,15969,15/09/2020,13:47:00,Buy,159.69,Uncategorised,Uncategorised,2x Tesla
US3695501086,GD,1,1.28714,1.03,113.24,,,,,,,,EOF429630638,,145.75,15/09/2020,13:50:00,Sell,113.2355455,Uncategorised,Uncategorised,2x Tesla
US83088V1026,WORK,5,1.28859,,99.53,,,,,,,,EOF429761721,,25.65,15/09/2020,14:05:00,Buy,19.90547808,Technology,Software—Application,2x Tesla
US88160R1014,TSLA,1,1.28849,,337.78,,,,,,,,EOF429834270,,435.23,15/09/2020,14:14:00,Buy,337.7829863,Consumer Cyclical,Auto Manufacturers,2x Tesla
IE00BK5BZR99,3NVD,4,100,,166.8,,,,,,,,EOF429855516,,4170,15/09/2020,14:18:00,Buy,41.7,Uncategorised,Uncategorised,3x Nvidia
US67066G1040,NVDA,0.5,1.28784,1.38,201.99,,,,,,,,EOF429913525,,520.26,15/09/2020,14:27:00,Sell,403.9787551,Technology,Semiconductors,2x Tesla
US88160R1014,TSLA,1,1.28749,,338.58,,,,,,,,EOF429918261,,435.92,15/09/2020,14:28:00,Buy,338.5812705,Consumer Cyclical,Auto Manufacturers,3x Nvidia
IE00BK5BZR99,3NVD,5,100,,205.65,,,,,,,,EOF429953258,,4113,15/09/2020,14:33:00,Buy,41.13,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZR99,3NVD,5,100,,204.35,,,,,,,,EOF429955507,,4087,15/09/2020,14:34:00,Buy,40.87,Uncategorised,Uncategorised,2x Tesla
JE00BG6L7297,BOO,110,100,4.6,344.41,,,,,,,,EOF429992066,,313.1,15/09/2020,14:39:00,Sell,3.131,Consumer Cyclical,Internet Retail,2x Tesla
IE00BK5BZY66,2TSL,13,100,7.16,2055.17,,,,,,,,EOF430045160,,15809,15/09/2020,14:47:00,Sell,158.09,Uncategorised,Uncategorised,2x Tesla
US0378331005,AAPL,10,1.28588,1.24,902.88,,,,,,,,EOF430055107,,116.1,15/09/2020,14:49:00,Sell,90.28836283,Technology,Consumer Electronics,2x Tesla
US83088V1026,WORK,5,1.28587,,98.92,,,,,,,,EOF430060509,,25.44,15/09/2020,14:50:00,Buy,19.78427057,Technology,Software—Application,3x Nvidia
IE00BK5BZR99,3NVD,10,100,,405.4,,,,,,,,EOF430064408,,4054,15/09/2020,14:51:00,Buy,40.54,Uncategorised,Uncategorised,2x Tesla
US4491091074,HYLN,6,1.28642,-8.32,211.75,,,,,,0,,EOF430070105,,45.4,15/09/2020,14:52:00,Sell,35.29173987,Consumer Cyclical,Auto Parts,3x Nvidia
IE00BK5BZY66,2TSL,6,100,,966,,,,,,,,EOF430079776,,16100,15/09/2020,14:54:00,Buy,161,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,1,100,,162.44,,,,,,,,EOF430091477,,16244,15/09/2020,14:56:00,Buy,162.44,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,4,100,,649.76,,,,,,,,EOF430095383,,16244,15/09/2020,14:57:00,Buy,162.44,Uncategorised,Uncategorised,Cineworld Group
US0378331005,AAPL,5,1.28555,,452.84,,,,,,,,EOF430105358,,116.43,15/09/2020,14:59:00,Buy,90.56823928,Technology,Consumer Electronics,2x Tesla
IE00BK5BZY66,2TSL,3,100,,497.28,,,,,,,,EOF430272202,,16576,15/09/2020,15:29:00,Buy,165.76,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,2,100,,331.52,,,,,,,,EOF430274334,,16576,15/09/2020,15:29:00,Buy,165.76,Uncategorised,Uncategorised,Square
US62914V1061,NIO,16,1.28626,15.56,243.68,,,,,,,,EOF430297918,,19.59,15/09/2020,15:35:00,Sell,15.23020229,Consumer Cyclical,Auto Manufacturers,2x Tesla
US0378331005,AAPL,1,1.28604,,91.24,,,,,,,,EOF430324233,,117.34,15/09/2020,15:43:00,Buy,91.24132997,Technology,Consumer Electronics,General Dynamics
US0378331005,AAPL,2,1.28633,,182.83,,,,,,,,EOF430442173,,117.59,15/09/2020,16:09:00,Buy,91.41511121,Technology,Consumer Electronics,Slack
US83088V1026,WORK,15,1.28929,-0.09,301.09,,,,,,,,EOF430623557,,25.88,15/09/2020,17:00:00,Sell,20.07306347,Technology,Software—Application,Tesla
US0378331005,AAPL,2,1.28905,,183.27,,,,,,,,EOF430629077,,118.12,15/09/2020,17:02:00,Buy,91.63337341,Technology,Consumer Electronics,3x Nvidia
US0378331005,AAPL,10,1.2889,0.82,911,,,,,,,,EOF430634402,,117.42,15/09/2020,17:04:00,Sell,91.10093879,Technology,Consumer Electronics,Nvidia
US0378331005,AAPL,1,1.28988,,90.98,,,,,,,,EOF430649852,,117.36,15/09/2020,17:08:00,Buy,90.98520793,Technology,Consumer Electronics,Tesla
US0378331005,AAPL,1,1.29046,,90.82,,,,,,,,EOF430678980,,117.2,15/09/2020,17:20:00,Buy,90.82032764,Technology,Consumer Electronics,3x Nvidia
US0378331005,AAPL,1,1.29046,,90.66,,,,,,,,EOF430680817,,117,15/09/2020,17:20:00,Buy,90.66534414,Technology,Consumer Electronics,3x Nvidia
US0378331005,AAPL,2,1.28975,,180.95,,,,,,,,EOF430714416,,116.69,15/09/2020,17:33:00,Buy,90.47489824,Technology,Consumer Electronics,boohoo
US0378331005,AAPL,5,1.28961,0.64,454.05,,,,,,,,EOF430752261,,117.11,15/09/2020,17:47:00,Sell,90.81040004,Technology,Consumer Electronics,2x Tesla
US0378331005,AAPL,1,1.28946,,90.72,,,,,,,,EOF430762148,,116.98,15/09/2020,17:52:00,Buy,90.72014642,Technology,Consumer Electronics,Apple
US0378331005,AAPL,2,1.28865,,180.71,,,,,,,,EOF430791542,,116.44,15/09/2020,18:03:00,Buy,90.35812672,Technology,Consumer Electronics,Slack
US67066G1040,NVDA,0.5,1.28846,,200.07,,,,,,,,EOF430803029,,515.57,15/09/2020,18:06:00,Buy,400.1443584,Technology,Semiconductors,3x Nvidia
US83088V1026,WORK,4,1.28896,,79.75,,,,,,,,EOF430982064,,25.7,15/09/2020,19:05:00,Buy,19.93855511,Technology,Software—Application,Hyliion Holdings
US8522341036,SQ,1,1.28866,,119.6,,,,,,,,EOF431025232,,154.12,15/09/2020,19:18:00,Buy,119.5971009,Technology,Software—Infrastructure,2x Tesla
JE00BG6L7297,BOO,80,100,,254.08,,,,,,,,EOF431362050,,317.6,16/09/2020,07:02:00,Buy,3.176,Consumer Cyclical,Internet Retail,2x Tesla
IE00BK5BZY66,2TSL,16,100,135.08,2742.08,,,,,,,,EOF431379418,,17138,16/09/2020,07:05:00,Sell,171.38,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZR99,3NVD,30,100,29.96,1269.6,,,,,,,,EOF431387765,,4232,16/09/2020,07:08:00,Sell,42.32,Uncategorised,Uncategorised,Apple
IE00BK5BZY66,2TSL,6,100,,1024.38,,,,,,,,EOF431460895,,17073,16/09/2020,07:48:00,Buy,170.73,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,6,100,,1024.92,,,,,,,,EOF431467126,,17082,16/09/2020,07:53:00,Buy,170.82,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZT14,3CRM,27,100,,991.17,,,,,,,,EOF431468604,,3671,16/09/2020,07:54:00,Buy,36.71,Uncategorised,Uncategorised,NIO Inc
IE00BK5BZY66,2TSL,3,100,,506.07,,,,,,,,EOF431480819,,16869,16/09/2020,08:02:00,Buy,168.69,Uncategorised,Uncategorised,Apple
IE00BK5BZY66,2TSL,5,100,,844.95,,,,,,,,EOF431620570,,16899,16/09/2020,09:56:00,Buy,168.99,Uncategorised,Uncategorised,Apple
IE00BK5BZY66,2TSL,3,100,,506.4,,,,,,,,EOF431697906,,16880,16/09/2020,11:10:00,Buy,168.8,Uncategorised,Uncategorised,Slack
IE00BK5BZY66,2TSL,3,100,,491.34,,,,,,,,EOF431708504,,16378,16/09/2020,11:19:00,Buy,163.78,Uncategorised,Uncategorised,Apple
JE00BG6L7297,BOO,80,100,2.4,256.48,,,,,,,,EOF431709057,,320.6,16/09/2020,11:19:00,Sell,3.206,Consumer Cyclical,Internet Retail,Apple
GB00B0130H42,ITM,50,100,-1.75,125.25,,,,,,,,EOF431713412,,250.5,16/09/2020,11:22:00,Sell,2.505,Technology,Electronic Components,Apple
US62914V1061,NIO,4,1.29743,,58.02,,,,,,,,EOF432056151,,18.82,16/09/2020,13:35:00,Buy,14.50559953,Consumer Cyclical,Auto Manufacturers,Apple
US88160R1014,TSLA,9,1.29852,351.57,3134.6,,,,,,,,EOF432394312,,452.26,16/09/2020,14:16:00,Sell,348.2888211,Consumer Cyclical,Auto Manufacturers,Apple
US88160R1014,TSLA,1,1.29649,,348.25,,,,,,,,EOF432460318,,451.5,16/09/2020,14:28:00,Buy,348.2479618,Consumer Cyclical,Auto Manufacturers,Apple
US88160R1014,TSLA,1,1.29721,,345.34,,,,,,,,EOF432513917,,447.98,16/09/2020,14:37:00,Buy,345.3411552,Consumer Cyclical,Auto Manufacturers,Apple
US88160R1014,TSLA,1,1.29779,,344.58,,,,,,,,EOF432521898,,447.2,16/09/2020,14:38:00,Buy,344.5857959,Consumer Cyclical,Auto Manufacturers,Apple
US88160R1014,TSLA,2,1.29898,,685.15,,,,,,,,EOF432583338,,445,16/09/2020,14:49:00,Buy,342.5764831,Consumer Cyclical,Auto Manufacturers,Apple
US88160R1014,TSLA,15,1.29596,347.04,5162.62,,,,,,,,EOF433620544,,446.04,16/09/2020,18:48:00,Sell,344.1772894,Consumer Cyclical,Auto Manufacturers,Nvidia
US88160R1014,TSLA,2,1.29733,,692.53,,,,,,,,EOF433671837,,449.22,16/09/2020,19:04:00,Buy,346.2650212,Consumer Cyclical,Auto Manufacturers,Slack
US88160R1014,TSLA,3,1.29654,,1031.98,,,,,,,,EOF433688244,,446,16/09/2020,19:09:00,Buy,343.9924723,Consumer Cyclical,Auto Manufacturers,Square
US88160R1014,TSLA,2,1.29562,,686.81,,,,,,,,EOF433695671,,444.92,16/09/2020,19:11:00,Buy,343.4031583,Consumer Cyclical,Auto Manufacturers,boohoo
US88160R1014,TSLA,2,1.29512,,685.65,,,,,,,,EOF433757041,,444,16/09/2020,19:30:00,Buy,342.8253753,Consumer Cyclical,Auto Manufacturers,2x Tesla
US88160R1014,TSLA,3,1.29439,,1026.69,,,,,,,,EOF433772002,,442.98,16/09/2020,19:33:00,Buy,342.2307033,Consumer Cyclical,Auto Manufacturers,3x Nvidia
US88160R1014,TSLA,3,1.29463,,1018.95,,,,,,,,EOF433810219,,439.72,16/09/2020,19:43:00,Buy,339.6491662,Consumer Cyclical,Auto Manufacturers,2x Tesla
US88160R1014,TSLA,1,1.28986,,325.83,,,,,,,,EOF434907827,,420.28,17/09/2020,13:41:00,Buy,325.8338114,Consumer Cyclical,Auto Manufacturers,2x Tesla
US0378331005,AAPL,3,1.29429,,253.48,,,,,,,,EOF435869942,,109.36,17/09/2020,16:51:00,Buy,84.49420145,Technology,Consumer Electronics,3x Salesforce
US8522341036,SQ,2,1.29428,,220.17,,,,,,,,EOF435876342,,142.48,17/09/2020,16:53:00,Buy,110.0843712,Technology,Software—Infrastructure,2x Tesla
US30303M1027,FB,1,1.29426,,195.77,,,,,,,,EOF435878202,,253.38,17/09/2020,16:54:00,Buy,195.7721014,Communication Services,Internet Content & Information,2x Tesla
US88160R1014,TSLA,16,1.29466,36.76,5505.2,,,,,,,,EOF437364630,,445.46,18/09/2020,14:00:00,Sell,344.0748922,Consumer Cyclical,Auto Manufacturers,2x Tesla
US88160R1014,TSLA,1,1.29366,,342.83,,,,,,,,EOF437403094,,443.5,18/09/2020,14:06:00,Buy,342.8257811,Consumer Cyclical,Auto Manufacturers,2x Tesla
US88160R1014,TSLA,1,1.29382,,342.4,,,,,,,,EOF437425464,,443,18/09/2020,14:10:00,Buy,342.3969331,Consumer Cyclical,Auto Manufacturers,boohoo
US88160R1014,TSLA,1,1.29544,,341.2,,,,,,,,EOF437567756,,442,18/09/2020,14:35:00,Buy,341.1968134,Consumer Cyclical,Auto Manufacturers,ITM Power
US88160R1014,TSLA,2,1.29633,,680.38,,,,,,,,EOF437624348,,441,18/09/2020,14:47:00,Buy,340.191155,Consumer Cyclical,Auto Manufacturers,NIO Inc
US88160R1014,TSLA,2,1.29579,,677.57,,,,,,,,EOF437664449,,439,18/09/2020,14:55:00,Buy,338.7894643,Consumer Cyclical,Auto Manufacturers,Tesla
US88160R1014,TSLA,2,1.29517,,676.35,,,,,,,,EOF438045496,,438,18/09/2020,16:38:00,Buy,338.179544,Consumer Cyclical,Auto Manufacturers,Tesla
US88160R1014,TSLA,2,1.29409,,674.03,,,,,,,,EOF438132615,,436.13,18/09/2020,17:04:00,Buy,337.0167454,Consumer Cyclical,Auto Manufacturers,Tesla
US83088V1026,WORK,4,1.29379,,77.17,,,,,,,,EOF438138388,,24.96,18/09/2020,17:06:00,Buy,19.29215715,Technology,Software—Application,Tesla
US09354A1007,BLNK,10,1.29317,,62.95,,,,,,,,EOF438387715,,8.14,18/09/2020,18:40:00,Buy,6.294609371,Consumer Cyclical,Specialty Retail,Tesla
US88160R1014,TSLA,1,1.29292,3.87,343.39,,,,,,,,EOF438451115,,443.98,18/09/2020,19:09:00,Sell,343.3932494,Consumer Cyclical,Auto Manufacturers,Tesla
US0378331005,AAPL,2,1.29286,,166.47,,,,,,,,EOF438460472,,107.61,18/09/2020,19:13:00,Buy,83.2340702,Technology,Consumer Electronics,Tesla
US0231351067,AMZN,0.05,1.29254,,113.72,,,,,,,,EOF438477590,,2939.72,18/09/2020,19:19:00,Buy,2274.374487,Consumer Cyclical,Internet Retail,Tesla
US88160R1014,TSLA,1,1.29248,,342.75,,,,,,,,EOF438480629,,443,18/09/2020,19:21:00,Buy,342.7519188,Consumer Cyclical,Auto Manufacturers,Tesla
US88160R1014,TSLA,11,1.2925,30.49,3768.48,,,,,,,,EOF438481086,,442.8,18/09/2020,19:21:00,Sell,342.5918762,Consumer Cyclical,Auto Manufacturers,Tesla
US88160R1014,TSLA,1,1.29204,,346.97,,,,,,,,EOF438528980,,448.3,18/09/2020,19:36:00,Buy,346.970682,Consumer Cyclical,Auto Manufacturers,Tesla
US88160R1014,TSLA,4,1.29187,,1387.14,,,,,,,,EOF438540709,,448,18/09/2020,19:40:00,Buy,346.7841191,Consumer Cyclical,Auto Manufacturers,Tesla
US88160R1014,TSLA,5,1.29173,,1740.75,,,,,,,,EOF438557615,,449.72,18/09/2020,19:45:00,Buy,348.1532518,Consumer Cyclical,Auto Manufacturers,Realty Income
US88160R1014,TSLA,1,1.29161,,346.08,,,,,,,,EOF438575051,,447,18/09/2020,19:50:00,Buy,346.079699,Consumer Cyclical,Auto Manufacturers,Tesla
US88160R1014,TSLA,3,1.29158,,1035.8,,,,,,,,EOF438576944,,445.94,18/09/2020,19:50:00,Buy,345.2670373,Consumer Cyclical,Auto Manufacturers,Apple
