,week_start,Trading day,Trading_time,Count,Buy Count,Sell Count,pct_buy
289,14-09-2020,Tuesday,07:00,3,1.0,2.0,0.3333333333333333
290,14-09-2020,Tuesday,08:00,3,3.0,0.0,1.0
291,14-09-2020,Tuesday,10:00,6,3.0,3.0,0.5
292,14-09-2020,Tuesday,11:00,5,4.0,1.0,0.8
293,14-09-2020,Tuesday,12:00,5,5.0,0.0,1.0
294,14-09-2020,Tuesday,13:00,8,6.0,2.0,0.75
295,14-09-2020,Tuesday,14:00,17,12.0,5.0,0.7058823529411765
296,14-09-2020,Tuesday,15:00,4,3.0,1.0,0.75
297,14-09-2020,Tuesday,16:00,1,1.0,0.0,1.0
298,14-09-2020,Tuesday,17:00,9,6.0,3.0,0.6666666666666666
299,14-09-2020,Tuesday,18:00,2,2.0,0.0,1.0
300,14-09-2020,Tuesday,19:00,2,2.0,0.0,1.0
301,14-09-2020,Wednesday,07:00,6,4.0,2.0,0.6666666666666666
302,14-09-2020,Wednesday,08:00,1,1.0,0.0,1.0
303,14-09-2020,Wednesday,09:00,1,1.0,0.0,1.0
304,14-09-2020,Wednesday,11:00,4,2.0,2.0,0.5
305,14-09-2020,Wednesday,13:00,1,1.0,0.0,1.0
306,14-09-2020,Wednesday,14:00,5,4.0,1.0,0.8
307,14-09-2020,Wednesday,18:00,1,0.0,1.0,0.0
308,14-09-2020,Wednesday,19:00,6,6.0,0.0,1.0
309,21-09-2020,Friday,09:00,2,1.0,1.0,0.5
310,21-09-2020,Monday,07:00,1,0.0,1.0,0.0
311,21-09-2020,Monday,08:00,2,1.0,1.0,0.5
312,21-09-2020,Monday,12:00,1,1.0,0.0,1.0
313,21-09-2020,Monday,15:00,1,1.0,0.0,1.0
314,21-09-2020,Monday,16:00,1,1.0,0.0,1.0
315,21-09-2020,Monday,17:00,6,5.0,1.0,0.8333333333333334
316,21-09-2020,Monday,18:00,2,2.0,0.0,1.0
317,21-09-2020,Monday,19:00,1,0.0,1.0,0.0
318,21-09-2020,Thursday,07:00,2,1.0,1.0,0.5
319,21-09-2020,Tuesday,13:00,1,0.0,1.0,0.0
320,21-09-2020,Tuesday,14:00,2,2.0,0.0,1.0
321,21-09-2020,Tuesday,19:00,1,1.0,0.0,1.0
322,21-09-2020,Wednesday,07:00,1,1.0,0.0,1.0
323,21-09-2020,Wednesday,14:00,1,1.0,0.0,1.0
324,21-09-2020,Wednesday,17:00,5,1.0,4.0,0.2
325,28-09-2020,Tuesday,19:00,1,1.0,0.0,1.0
326,28-09-2020,Wednesday,09:00,1,0.0,1.0,0.0
327,05-10-2020,Tuesday,07:00,1,1.0,0.0,1.0
328,05-10-2020,Wednesday,16:00,1,1.0,0.0,1.0
329,12-10-2020,Friday,13:00,2,0.0,2.0,0.0
330,12-10-2020,Friday,14:00,2,2.0,0.0,1.0
331,12-10-2020,Friday,15:00,2,2.0,0.0,1.0
332,12-10-2020,Friday,19:00,3,3.0,0.0,1.0
333,12-10-2020,Monday,10:00,1,1.0,0.0,1.0
334,12-10-2020,Thursday,08:00,1,0.0,1.0,0.0
335,12-10-2020,Thursday,14:00,3,1.0,2.0,0.3333333333333333
336,12-10-2020,Thursday,15:00,3,3.0,0.0,1.0
337,19-10-2020,Friday,13:00,1,1.0,0.0,1.0
338,19-10-2020,Monday,13:00,2,2.0,0.0,1.0
339,19-10-2020,Monday,16:00,2,2.0,0.0,1.0
340,19-10-2020,Thursday,14:00,1,0.0,1.0,0.0
341,19-10-2020,Tuesday,08:00,1,1.0,0.0,1.0
342,19-10-2020,Tuesday,14:00,1,1.0,0.0,1.0
343,19-10-2020,Tuesday,18:00,2,2.0,0.0,1.0
344,19-10-2020,Wednesday,14:00,1,1.0,0.0,1.0
345,26-10-2020,Friday,17:00,1,0.0,1.0,0.0
346,26-10-2020,Monday,08:00,1,0.0,1.0,0.0
347,26-10-2020,Monday,14:00,1,0.0,1.0,0.0
348,26-10-2020,Monday,17:00,2,0.0,2.0,0.0
349,26-10-2020,Tuesday,19:00,1,1.0,0.0,1.0
350,26-10-2020,Wednesday,13:00,1,0.0,1.0,0.0
351,02-11-2020,Friday,11:00,1,1.0,0.0,1.0
352,02-11-2020,Friday,16:00,1,1.0,0.0,1.0
353,09-11-2020,Friday,14:00,4,2.0,2.0,0.5
354,09-11-2020,Friday,15:00,3,1.0,2.0,0.3333333333333333
355,09-11-2020,Friday,17:00,1,1.0,0.0,1.0
356,09-11-2020,Friday,18:00,1,1.0,0.0,1.0
357,09-11-2020,Friday,19:00,2,1.0,1.0,0.5
358,09-11-2020,Friday,20:00,7,6.0,1.0,0.8571428571428571
359,09-11-2020,Monday,09:00,2,2.0,0.0,1.0
360,09-11-2020,Monday,10:00,1,1.0,0.0,1.0
361,09-11-2020,Monday,11:00,1,1.0,0.0,1.0
362,09-11-2020,Monday,12:00,3,1.0,2.0,0.3333333333333333
363,09-11-2020,Monday,13:00,3,3.0,0.0,1.0
364,09-11-2020,Monday,14:00,1,0.0,1.0,0.0
365,09-11-2020,Monday,15:00,4,3.0,1.0,0.75
366,09-11-2020,Monday,16:00,1,0.0,1.0,0.0
367,09-11-2020,Monday,17:00,2,2.0,0.0,1.0
368,09-11-2020,Monday,18:00,3,3.0,0.0,1.0
369,09-11-2020,Monday,20:00,1,1.0,0.0,1.0
370,09-11-2020,Thursday,08:00,1,0.0,1.0,0.0
371,09-11-2020,Thursday,10:00,1,1.0,0.0,1.0
372,09-11-2020,Thursday,14:00,1,0.0,1.0,0.0
373,09-11-2020,Thursday,15:00,2,2.0,0.0,1.0
374,09-11-2020,Thursday,16:00,2,2.0,0.0,1.0
375,09-11-2020,Thursday,19:00,1,0.0,1.0,0.0
376,09-11-2020,Tuesday,08:00,1,0.0,1.0,0.0
377,09-11-2020,Tuesday,09:00,2,2.0,0.0,1.0
378,09-11-2020,Tuesday,10:00,1,0.0,1.0,0.0
379,09-11-2020,Tuesday,11:00,2,1.0,1.0,0.5
380,09-11-2020,Tuesday,13:00,2,1.0,1.0,0.5
381,09-11-2020,Tuesday,14:00,5,4.0,1.0,0.8
382,09-11-2020,Tuesday,15:00,3,3.0,0.0,1.0
383,09-11-2020,Tuesday,16:00,1,1.0,0.0,1.0
384,09-11-2020,Tuesday,17:00,2,2.0,0.0,1.0
385,09-11-2020,Tuesday,19:00,2,2.0,0.0,1.0
386,09-11-2020,Tuesday,20:00,2,2.0,0.0,1.0
387,09-11-2020,Wednesday,08:00,5,1.0,4.0,0.2
388,09-11-2020,Wednesday,12:00,2,2.0,0.0,1.0
389,09-11-2020,Wednesday,16:00,1,1.0,0.0,1.0
390,09-11-2020,Wednesday,19:00,1,1.0,0.0,1.0
391,16-11-2020,Friday,14:00,1,1.0,0.0,1.0
392,16-11-2020,Friday,20:00,4,2.0,2.0,0.5
393,16-11-2020,Monday,12:00,3,2.0,1.0,0.6666666666666666
394,16-11-2020,Monday,14:00,5,1.0,4.0,0.2
395,16-11-2020,Monday,15:00,1,1.0,0.0,1.0
396,16-11-2020,Monday,16:00,2,2.0,0.0,1.0
397,16-11-2020,Monday,17:00,1,1.0,0.0,1.0
398,16-11-2020,Thursday,08:00,4,3.0,1.0,0.75
399,16-11-2020,Thursday,11:00,2,2.0,0.0,1.0
400,16-11-2020,Thursday,12:00,3,3.0,0.0,1.0
401,16-11-2020,Thursday,15:00,2,2.0,0.0,1.0
402,16-11-2020,Thursday,16:00,2,2.0,0.0,1.0
403,16-11-2020,Thursday,17:00,5,3.0,2.0,0.6
404,16-11-2020,Thursday,18:00,2,1.0,1.0,0.5
405,16-11-2020,Thursday,19:00,2,1.0,1.0,0.5
406,16-11-2020,Tuesday,08:00,3,1.0,2.0,0.3333333333333333
407,16-11-2020,Tuesday,11:00,1,1.0,0.0,1.0
408,16-11-2020,Tuesday,14:00,9,4.0,5.0,0.4444444444444444
409,16-11-2020,Tuesday,15:00,7,6.0,1.0,0.8571428571428571
410,16-11-2020,Tuesday,16:00,2,1.0,1.0,0.5
411,16-11-2020,Tuesday,17:00,6,6.0,0.0,1.0
412,16-11-2020,Tuesday,19:00,2,2.0,0.0,1.0
413,16-11-2020,Tuesday,20:00,2,1.0,1.0,0.5
414,16-11-2020,Wednesday,08:00,1,1.0,0.0,1.0
415,16-11-2020,Wednesday,09:00,1,1.0,0.0,1.0
416,16-11-2020,Wednesday,15:00,1,1.0,0.0,1.0
417,16-11-2020,Wednesday,16:00,4,3.0,1.0,0.75
418,16-11-2020,Wednesday,17:00,4,3.0,1.0,0.75
419,16-11-2020,Wednesday,18:00,5,4.0,1.0,0.8
420,16-11-2020,Wednesday,19:00,1,1.0,0.0,1.0
421,16-11-2020,Wednesday,20:00,7,6.0,1.0,0.8571428571428571
422,23-11-2020,Friday,17:00,3,3.0,0.0,1.0
423,23-11-2020,Monday,14:00,1,1.0,0.0,1.0
424,23-11-2020,Monday,17:00,2,2.0,0.0,1.0
425,30-11-2020,Monday,08:00,1,1.0,0.0,1.0
426,30-11-2020,Monday,14:00,2,1.0,1.0,0.5
